5772b0ca|ACH:ACH 200VALJADE_HOWTO
31ad6468|item:ITEM_It_Hat_Tricorn_Black
4413b4b0|item:ITEM_It_Hat_Tricorn_Leather
856c462e|item:ITEM_It_Hat_Tricorn_Torn
332759ac|item:ITEM_It_Hat_Tricorn_White
f2a0742b|item:ITEM_It_HighBoot_Normal
e6d45a1a|item:ITEM_It_HighBoot_Polished
dc44ca05|item:ITEM_It_HighBoot_Torn
bda526f5|item:ITEM_It_Idol_Shaganumbi
cd87c989|item:ITEM_It_JawChisel
e8de6205|item:ITEM_It_Key_Akando
833a6f82|item:ITEM_It_Key_Basil
f5da118c|item:ITEM_It_Key_Donovan
f3dca837|item:ITEM_It_Key_Faruco
f63184fe|item:ITEM_It_Key_Garcia
09bb412c|item:ITEM_It_Key_Hawkins
0dcff3b9|item:ITEM_It_Key_Hotel_Garcia
238c799f|item:ITEM_It_Key_Hotel_Player
a0fa6a07|item:ITEM_It_Key_Mauregato_Office
22119e3c|item:ITEM_It_Key_Mauregato
1141a38a|item:ITEM_It_Key_Rumold
7a351047|item:ITEM_It_Key_Spencer
6a94d95b|item:ITEM_It_Key_Stahlbart_TAK
6a94db8a|item:ITEM_It_Key_Stahlbart_TRI
15822b96|item:ITEM_It_Key_Torres
570c9dfe|item:ITEM_It_KingSword_Blade
40b60d77|item:ITEM_It_KingSword_Hilt
32ca8096|item:ITEM_It_Kiss_Adventure
ef84f72b|item:ITEM_It_Kiss_Alchemy
2f8ac7d8|item:ITEM_It_Kiss_Blood
2faae74e|item:ITEM_It_Kiss_Death
94d8732e|item:ITEM_It_Kiss_Gold
304baa69|item:ITEM_It_Kiss_Magic
483b394e|item:ITEM_It_Kiss_Shadow
74726d6e|item:ITEM_It_Kiss_Warrior
1b0f43ec|item:ITEM_It_LowBoot_Polished
a0bf9ad7|item:ITEM_It_LowBoot_Torn
091b8163|item:ITEM_It_Mask_King
ca4b56b1|item:ITEM_It_Mask_Priest
440ffa25|item:ITEM_It_MatchLock
872006c0|item:ITEM_It_Mf_Alligator
df0b34ea|item:ITEM_It_Mf_AntWarrior
e8b7be3e|item:ITEM_It_Mf_AntWorker
9b725517|item:ITEM_It_Mf_CaveBat
910a1c3b|item:ITEM_It_Mf_ClawMonkey
2cffdc48|item:ITEM_It_Mf_Firebird
e8a23e71|item:ITEM_It_Mf_Ghul
a0a4f2fb|item:ITEM_It_Mf_Jaguar
1f22713b|item:ITEM_It_Mf_SandDevil
03d041ba|item:ITEM_It_Mf_Tombspider
9ebf071d|item:ITEM_It_Mf_Warthog
a3c86171|item:ITEM_It_Misc_BrokenVoodooSpell
30733572|item:ITEM_It_Ne_PearlBlack
9cd28835|item:ITEM_It_Ne_Pearl
765dcb25|item:ITEM_It_Pants_Black_Slim
3d08d3b1|item:ITEM_It_Pants_Black
3d1b29ee|item:ITEM_It_Pants_Cloth
5617f15d|item:ITEM_It_Pants_Demonhunter_medium
b58484dd|item:ITEM_It_Pants_Demonhunter
36947fb2|item:ITEM_It_Pants_HeavyArmor
ea62a1b8|item:ITEM_It_Pants_HeavyCoat
94081a39|item:ITEM_It_Pants_Leather
3dc9f2e1|item:ITEM_It_Pants_Mages
f80bb4d8|item:ITEM_It_Pants_Morgan
fe9e8499|item:ITEM_It_Pants_Pirate
1373366b|item:ITEM_It_Pants_Striped_Black
13d10c7f|item:ITEM_It_Pants_Striped_Green
a1c293b1|item:ITEM_It_Pants_Striped_Pansel
112df929|item:ITEM_It_Pants_Striped_Red
36edc983|item:ITEM_It_Pants_Striped_Slim
d30adf4f|item:ITEM_It_Pants_Striped
d33e37e1|item:ITEM_It_Pants_Studded
3e82c8f5|item:ITEM_It_Pants_White
c54520fb|item:ITEM_It_Parrott
5b4faba7|item:ITEM_It_Parrot
5d473f75|item:ITEM_It_Pie_Sebastiano
4ccc9fd5|item:ITEM_It_Pis_Double
d6b27804|item:ITEM_It_Pis_Duel
d6ba7aee|item:ITEM_It_Pis_Ship
5f54216a|item:ITEM_It_Plate_Gold
a073d279|item:ITEM_It_Plate_Silver
37c2d8be|item:ITEM_It_Pl_Perm_Magic
d9fb978f|item:ITEM_It_Po_AncestorsBlood
2b487d2b|item:ITEM_It_Po_BlackMagic
76230f45|item:ITEM_It_Po_Blade
45eb1ba9|item:ITEM_It_Po_FalseDead_Tao
e174af86|item:ITEM_It_Po_Firearms
766d4335|item:ITEM_It_Po_Fokus
aee37dec|item:ITEM_It_Po_Intimdate
76e42ece|item:ITEM_It_Po_Magic
0555fccb|item:ITEM_It_Po_Perm_Blades
12ff0bb2|item:ITEM_It_Po_Perm_Cunning
0982c00e|item:ITEM_It_Po_Perm_Deceit
a4989cb9|item:ITEM_It_Po_Perm_Firearms
a866be59|item:ITEM_It_Po_Perm_Influence
ca9cf0e1|item:ITEM_It_Po_Perm_Magic
ca9f3728|item:ITEM_It_Po_Perm_Melee
434cebc3|item:ITEM_It_Po_Perm_Prestidigitation
29e8a6f1|item:ITEM_It_Po_Perm_Ranged
2d4ab09b|item:ITEM_It_Po_Perm_Spirit
0c1abf20|item:ITEM_It_Po_Perm_Toughness
343b2176|item:ITEM_It_Po_Perm_Voodoo
ba30ea1e|item:ITEM_It_Po_Resistance
5fabebde|item:ITEM_It_Po_Ritual
c55dfff4|item:ITEM_It_Po_Silvertongue
7758f27e|item:ITEM_It_Po_Speed
7766b8fd|item:ITEM_It_Po_Thief
1890b1f9|item:ITEM_It_Pr_AntWarrior
bbea556d|item:ITEM_It_Pr_AntWorker
ca8f994a|item:ITEM_It_Pr_ClawMonkey
8b0f15bf|item:ITEM_It_Recipe_AmSkull
7fb301b2|item:ITEM_It_Recipe_Am_Ancestor
89a022f7|item:ITEM_It_Recipe_Am_Bone
db7f1342|item:ITEM_It_Recipe_Am_Carbuncle
bdb9f7d5|item:ITEM_It_Recipe_Am_Curse
bdc33486|item:ITEM_It_Recipe_Am_Demon
49fd2656|item:ITEM_It_Recipe_Am_Eye
43a85eed|item:ITEM_It_Recipe_Am_Gargoyle
49fd2d8d|item:ITEM_It_Recipe_Am_God
80a090c9|item:ITEM_It_Recipe_Am_Hunter
89a44927|item:ITEM_It_Recipe_Am_Jade
89a4f87b|item:ITEM_It_Recipe_Am_Kiki
99cff8bf|item:ITEM_It_Recipe_Am_OldGods
89a97656|item:ITEM_It_Recipe_Am_Soul
44d19bd8|item:ITEM_It_Recipe_Am_Spiderqueen
9bc1b7f3|item:ITEM_It_Recipe_Am_TiHaKo
bee9bb4d|item:ITEM_It_Recipe_Am_Tríbe
e8fc66f9|item:ITEM_It_Recipe_Am_Warrior
f709cad8|item:ITEM_It_Recipe_Bo_BloodyMary
db477bc5|item:ITEM_It_Recipe_Bo_Grog
66f1daa1|item:ITEM_It_Recipe_Bo_PainKiller
e48ac3db|item:ITEM_It_Recipe_Bo_Rotgut
4c76b6ca|item:ITEM_It_Recipe_Bo_Rum
7fe7f2ff|item:ITEM_It_Recipe_Bo_ViewAdventure
31bcab8b|item:ITEM_It_Recipe_Bo_ViewAlchemist
65656dc1|item:ITEM_It_Recipe_Bo_ViewBlood
65858d37|item:ITEM_It_Recipe_Bo_ViewDeath
f3917ff7|item:ITEM_It_Recipe_Bo_ViewGold
66265052|item:ITEM_It_Recipe_Bo_ViewMagic
396a9c57|item:ITEM_It_Recipe_Bo_ViewShadow
8b8e3197|item:ITEM_It_Recipe_Bo_ViewWarrior
dd32d9d8|item:ITEM_It_Recipe_Ear_Bloodthorn
a68bcd45|item:ITEM_It_Recipe_Ear_DarkFire
3d4c94f9|item:ITEM_It_Recipe_Ear_Diamond
cdf023bc|item:ITEM_It_Recipe_Ear_Feather
e546dbf3|item:ITEM_It_Recipe_Ear_Hunter
ff09c1d1|item:ITEM_It_Recipe_Ear_Jade
ff0cbf29|item:ITEM_It_Recipe_Ear_Opal
7a188879|item:ITEM_It_Recipe_Ear_Sapphire
ff0eef00|item:ITEM_It_Recipe_Ear_Soul
6f59c84d|item:ITEM_It_Recipe_Pie_Duel
6f5a3f62|item:ITEM_It_Recipe_Pie_Epee
cc316726|item:ITEM_It_Recipe_Pie_Rapier
fea84985|item:ITEM_It_Recipe_Pis_SawnOff
9164d706|item:ITEM_It_Recipe_Pis_Twins
d65c4ca2|item:ITEM_It_Recipe_Po_BlackMagic
2f72985c|item:ITEM_It_Recipe_Po_Blade
9790353d|item:ITEM_It_Recipe_Po_Firearms
2fbccc4c|item:ITEM_It_Recipe_Po_Fokus
286fba83|item:ITEM_It_Recipe_Po_Intimdate
3033b7e5|item:ITEM_It_Recipe_Po_Magic
12e3bb22|item:ITEM_It_Recipe_Po_Perm_Blades
d24494e9|item:ITEM_It_Recipe_Po_Perm_Cunning
17107e65|item:ITEM_It_Recipe_Po_Perm_Deceit
4c8f4cd0|item:ITEM_It_Recipe_Po_Perm_Firearms
4f337150|item:ITEM_It_Recipe_Po_Perm_Influence
75b0c058|item:ITEM_It_Recipe_Po_Perm_Magic
75b3069f|item:ITEM_It_Recipe_Po_Perm_Melee
8621c2da|item:ITEM_It_Recipe_Po_Perm_Prestidigitation
37766548|item:ITEM_It_Recipe_Po_Perm_Ranged
3ad86ef2|item:ITEM_It_Recipe_Po_Perm_Spirit
b2e77217|item:ITEM_It_Recipe_Po_Perm_Toughness
41c8dfcd|item:ITEM_It_Recipe_Po_Perm_Voodoo
6544b995|item:ITEM_It_Recipe_Po_Resistance
42ec97d5|item:ITEM_It_Recipe_Po_Ritual
84a3892b|item:ITEM_It_Recipe_Po_Silvertongue
30b64214|item:ITEM_It_Recipe_Po_Thief
df252423|item:ITEM_It_Recipe_Rif_Assault
4a3a9d9a|item:ITEM_It_Recipe_Rif_Ship
4ab0c67f|item:ITEM_It_Recipe_Ri_Ancestor
9ce98944|item:ITEM_It_Recipe_Ri_Bone
3a76ab87|item:ITEM_It_Recipe_Ri_Greed
8bdcbe56|item:ITEM_It_Recipe_Ri_Hunter
9cedaf74|item:ITEM_It_Recipe_Ri_Jade
9cef54fa|item:ITEM_It_Recipe_Ri_Mage
9037f058|item:ITEM_It_Recipe_Ri_OathMaster
9cf06f6c|item:ITEM_It_Recipe_Ri_Oath
48a54faa|item:ITEM_It_Recipe_Ri_OtherWorld
9cf2dca3|item:ITEM_It_Recipe_Ri_Soul
a673764c|item:ITEM_It_Recipe_Ri_Tassle
3b8f2103|item:ITEM_It_Recipe_Ri_Water
6642ae9e|item:ITEM_It_Recipe_Sce_Fear
2f534f8d|item:ITEM_It_Recipe_Sce_Power
2f875feb|item:ITEM_It_Recipe_Sce_Skull
1d0e217e|item:ITEM_It_Recipe_Shot_Double
fe2662c9|item:ITEM_It_Recipe_Shot_Fire
99fec225|item:ITEM_It_Recipe_Sla_Captain
d80f3c57|item:ITEM_It_Recipe_Sla_Plankbreaker
271a9701|item:ITEM_It_Recipe_Sla_Scimitar
523f4ae8|item:ITEM_It_Recipe_VoodooDoll_Curse
4fe0e867|item:ITEM_It_Rif_Barrel
19e7eb93|item:ITEM_It_Rif_BigRifle
d90de862|item:ITEM_It_Rif_Broken_Bartolo
5589f2aa|item:ITEM_It_Rif_Double
6d27d608|item:ITEM_It_Rif_Expedition
ae1cf1a3|item:ITEM_It_Rif_Proto
90eb1483|item:ITEM_It_Rif_Ship
7816ffb1|item:ITEM_It_Rif_Single
c4a2246d|item:ITEM_It_RitualKnife
949540c8|item:ITEM_It_Ri_Ancestor
902582cb|item:ITEM_It_Ri_Ancient
97c66e3b|item:ITEM_It_Ri_Animal
70822e4d|item:ITEM_It_Ri_Bite
80c94c81|item:ITEM_It_Ri_Blade
7082470d|item:ITEM_It_Ri_Bone
350273cb|item:ITEM_It_Ri_Crystal
3b37f51b|item:ITEM_It_Ri_Cunning
362bcde4|item:ITEM_It_Ri_Deception
f101049b|item:ITEM_It_Ri_Domination
70837833|item:ITEM_It_Ri_Duel
c1e25c43|item:ITEM_It_Ri_Emerald
70845f8f|item:ITEM_It_Ri_Fire
708504af|item:ITEM_It_Ri_Gold
81272270|item:ITEM_It_Ri_Greed
2cc18be0|item:ITEM_It_Ri_GreenFire
35306a54|item:ITEM_It_Ri_Guardian
a89c125f|item:ITEM_It_Ri_Hunter
d311aa60|item:ITEM_It_Ri_Inquisitor
70862aa1|item:ITEM_It_Ri_Iron
70866d3d|item:ITEM_It_Ri_Jade
708812c3|item:ITEM_It_Ri_Mage
2ef864d1|item:ITEM_It_Ri_Monarch
e52420e1|item:ITEM_It_Ri_OathMaster
70892d35|item:ITEM_It_Ri_Oath
b361d027|item:ITEM_It_Ri_Officer
9d918033|item:ITEM_It_Ri_OtherWorld
ba6e13ee|item:ITEM_It_Ri_Pirate
bad60381|item:ITEM_It_Ri_Poison
81ec956b|item:ITEM_It_Ri_Rogue
708b252b|item:ITEM_It_Ri_Ruby
708b26a3|item:ITEM_It_Ri_Rune
ec9b838d|item:ITEM_It_Ri_Shooter
69f03e97|item:ITEM_It_Ri_Signet_Mauregato
c16a9afe|item:ITEM_It_Ri_Silver
81fcb6d4|item:ITEM_It_Ri_Skull
708b9a6c|item:ITEM_It_Ri_Soul
c1e754d0|item:ITEM_It_Ri_Spider
c332ca55|item:ITEM_It_Ri_Tassle
820cf639|item:ITEM_It_Ri_Thief
10681b4f|item:ITEM_It_Ri_Warrior
823f97ec|item:ITEM_It_Ri_Water
67c5d4d1|item:ITEM_It_Ri_XP
7ece8ba2|item:ITEM_It_RockOil
74837c68|item:ITEM_It_Run_Blowback
79c76aa6|item:ITEM_It_Run_Challenge
57c1840e|item:ITEM_It_Run_Demonblade
d0510ef8|item:ITEM_It_Run_FireSword
2ff26ad9|item:ITEM_It_Run_GripOfNature
e9a9aa7a|item:ITEM_It_Run_Heroism 
f790c71a|item:ITEM_It_Run_Heroism
f790f05a|item:ITEM_It_Run_Herosim
f461bba0|item:ITEM_It_Run_Reinforce
e9db8952|item:ITEM_It_Run_RuneSkin
e236f08e|item:ITEM_It_Run_Shockwave
0e7fe642|item:ITEM_It_Run_StoneFist
a30b1927|item:ITEM_It_Run_SummonHellhound (1)
59f871e5|item:ITEM_It_Run_SummonHellhound
999640e8|item:ITEM_It_Run_SummonWarrior
603cb843|item:ITEM_It_Salt
603cb875|item:ITEM_It_Sand
ef15e3a5|item:ITEM_It_ScepterTelekinesis
63ef40c2|item:ITEM_It_Scepter_Fear
63eff90a|item:ITEM_It_Scepter_Gold
e2922631|item:ITEM_It_Scepter_Power
0ca32117|item:ITEM_It_Scepter_Skull_Blind
e2c6368f|item:ITEM_It_Scepter_Skull
a7c6f3f2|item:ITEM_It_Scr_CrystalHeal
a1845b98|item:ITEM_It_Scr_CrystalTorch
24f784a6|item:ITEM_It_Scr_Firerain
5728eb78|item:ITEM_It_Scr_IceSplinter
5b3ea036|item:ITEM_It_Scr_Powerwave
cb4d10a4|item:ITEM_It_Scr_Rust
cbb0dd68|item:ITEM_It_ShG_Barrel
3287d544|item:ITEM_It_ShG_Ship
17839f92|item:ITEM_It_Shirt_Cloth
082c13b5|item:ITEM_It_Shirt_Collar
8497e1eb|item:ITEM_It_Shirt_Dirt
18207f0d|item:ITEM_It_Shirt_Largo
aa6488dd|item:ITEM_It_Shirt_Leather
e9674df3|item:ITEM_It_Shirt_Striped
84a0c17b|item:ITEM_It_Shirt_Torn
18eb3e99|item:ITEM_It_Shirt_White
1e9f8768|item:ITEM_It_Shoes_Polished
23204c16|item:ITEM_It_Shoes_Rich
23218053|item:ITEM_It_Shoes_Torn
1a015951|item:ITEM_It_ShP_Barrel
848a0cb3|item:ITEM_It_SilverIron_Barrel
08204bcd|item:ITEM_It_SilverIron_Grip
4c0c811d|item:ITEM_It_SkinningKnife
586e6d8f|item:ITEM_It_Sla_Mara
f3b49d89|item:ITEM_It_Sla_Steelbeard
77e80d24|item:ITEM_It_Sla_SunkenOne
e881031c|item:ITEM_It_SoulCaller_Blade
d88346d5|item:ITEM_It_SoulCaller_Hilt
3511dbda|item:ITEM_It_Statue_Ape
0c488463|item:ITEM_It_Statue_Torres
ca2dc784|item:ITEM_It_TAK_Flotsam
3365ef5b|item:ITEM_It_Tattool_Warrior
fda23d17|item:ITEM_It_Tattoo_Adventure
44919f6c|item:ITEM_It_Tattoo_Alchemy
d11e6bd9|item:ITEM_It_Tattoo_Blood
d13e8b4f|item:ITEM_It_Tattoo_Death
fe971b0f|item:ITEM_It_Tattoo_Gold
d1df4e6a|item:ITEM_It_Tattoo_Magic
1c435d6f|item:ITEM_It_Tattoo_Shadow
7001b948|item:ITEM_It_Tempest_Blade
226fe781|item:ITEM_It_Tempest_Hilt
3993e9b4|item:ITEM_It_Thr_Spear_Loot
097f48ef|item:ITEM_It_To_RitualKnife
cd41c795|item:ITEM_It_Tricorn_Gold
cd48e952|item:ITEM_It_Tricorn_Torn
76986150|item:ITEM_It_Tricorn_White
b9f5b837|item:ITEM_It_UL_Amulet
bb6deca5|item:ITEM_It_UL_Banner
24e82c8c|item:ITEM_It_UL_BeltBuckle
2c7f6436|item:ITEM_It_UL_Boots
bca21d8c|item:ITEM_It_UL_Brooch
2c89da1c|item:ITEM_It_UL_Cards
c0144979|item:ITEM_It_UL_Dagger
c144a10a|item:ITEM_It_UL_Dragon
1064dbf7|item:ITEM_It_UL_Earring
c9b4256e|item:ITEM_It_UL_Helmet
cbdd1c4f|item:ITEM_It_UL_Potion_Dec_Inf
779d2967|item:ITEM_It_UL_Potion_Mag_Spi
814c1ba1|item:ITEM_It_UL_Potion_Mel_Inf
814c4a9c|item:ITEM_It_UL_Potion_Mel_Tou
860f6159|item:ITEM_It_UL_Potion_Pre_Spi
f8fec373|item:ITEM_It_UL_Potion_Ran_Dec
f8fef82e|item:ITEM_It_UL_Potion_Ran_Pre
b41a4713|item:ITEM_It_UL_Potion_Tou_Mag
5e7923bf|item:ITEM_It_UL_Ring
2db0ebba|item:ITEM_It_UL_Skull
04237708|item:ITEM_It_Val_BrokenVoodooSpell
67044dde|item:ITEM_It_Val_Crystal_GoldQuartz_Erasmus
05c697df|item:ITEM_It_Val_Crystal_GoldQuartz
b8e5b199|item:ITEM_It_Val_Crystal_MagicQuartz_Erasmus
17d80240|item:ITEM_It_Val_Crystal_ShadowQuartz_Erasmus (1)
4872b67e|item:ITEM_It_Val_Crystal_ShadowQuartz_Erasmus
2e1f6c99|item:ITEM_It_Val_GhostEye
03f78ef3|item:ITEM_It_Val_Goblet_Gold
d7073fed|item:ITEM_It_Vest_Black
a7528575|item:ITEM_It_Vest_Leather
e7859e63|item:ITEM_It_Vest_Silk
e7864513|item:ITEM_It_Vest_Torn
aa489ad1|item:ITEM_It_VoodooDoll_Curse
5bbd17c6|item:ITEM_It_Wavedancer_Blade
40da6e3f|item:ITEM_It_Wavedancer_Hilt
c9025a4d|item:ITEM_It_WheelLock
5712d465|item:ITEM_It_Wine_Sophia
f94e787d|item:ITEM_It_Wll_KIL
6885db7b|item:ITEM_It_Wri_Book_StahlbartsDiary
c690c6ce|item:ITEM_It_Wri_Letter_Booze
c83616a5|item:ITEM_It_Wri_Letter_Stahlbart_Patty
d61ae8c0|item:ITEM_It_Wri_Letter_Stahlbart_SWC
d61aea33|item:ITEM_It_Wri_Letter_Stahlbart_TAK
6497717d|mapinfo:MD_It_Map_ANT_DeadLand
c23819a3|mapinfo:MD_It_Map_ANT_Harbour
a3019771|mapinfo:MD_It_Map_ANT
8950ddba|mapinfo:MD_It_Map_FOG_CenterPlane
e5f16258|mapinfo:MD_It_Map_FOG_FogForest
26c474e2|mapinfo:MD_It_Map_FOG_HiddenValley
e1fbfc32|mapinfo:MD_It_Map_FOG_INQCamp
a301acca|mapinfo:MD_It_Map_FOG
9c2c5e79|mapinfo:MD_It_Map_IOT_Battlefield
99673428|mapinfo:MD_It_Map_IOT_GnomeCity
a301b99a|mapinfo:MD_It_Map_IOT
ae9a0636|mapinfo:MD_It_Map_KIL_AncientTemple
83c61da0|mapinfo:MD_It_Map_KIL_BigGate
65add5bc|mapinfo:MD_It_Map_KIL_EGBCamp
ba3a4b59|mapinfo:MD_It_Map_KIL_PIRCamp
5adafd72|mapinfo:MD_It_Map_KIL_SpiderQueen
a301c14e|mapinfo:MD_It_Map_KIL
00ef7dde|mapinfo:MD_It_Map_SKI_BayOfShadows
e5a98e99|mapinfo:MD_It_Map_SKI_BerserkPass
91277535|mapinfo:MD_It_Map_SKI_Camp
aac7a942|mapinfo:MD_It_Map_SKI_TowerOfPain
bc0137dc|mapinfo:MD_It_Map_SKI_ValleyOfDeath
a301e395|mapinfo:MD_It_Map_SKI
5adb11a3|mapinfo:MD_It_Map_TAK_JungleTower
507f5989|mapinfo:MD_It_Map_TAK_Lighthouse
fce7b6d1|mapinfo:MD_It_Map_TAK_PuertoSacarico
a301e68e|mapinfo:MD_It_Map_TAK
8e814ba5|mapinfo:MD_It_Map_THI_Harbour
0e9dbda8|mapinfo:MD_It_Map_THI_MAGCamp
03fa58d6|mapinfo:MD_It_Map_THI_NorthArea
3157441e|mapinfo:MD_It_Map_THI_SouthArea
a301e773|mapinfo:MD_It_Map_THI
a301e92b|mapinfo:MD_It_Map_TUT
f31a041e|mapinfo:MD_It_Map_Unknown
b19edffc|mapinfo:MD_It_Map_WOD_BeyondLava
865cb74d|mapinfo:MD_It_Map_WOD_Citadel
8596cae8|mapinfo:MD_It_Map_WOD_Ironwood
e558f907|mapinfo:MD_It_Map_WOD_Tavern
02d1a5d4|mapinfo:MD_It_Map_WOD_WestCastleRuin
a301f518|mapinfo:MD_It_Map_WOD
6b53e4f6|mapinfo:MD_It_Map_World
107712f6|mapinfo:MD_Obj_Int_Teleport_ANT_DeadLand
057ceffc|mapinfo:MD_Obj_Int_Teleport_ANT_Harbour
f55b3893|mapinfo:MD_Obj_Int_Teleport_FOG_CenterPlane
0dc532f1|mapinfo:MD_Obj_Int_Teleport_FOG_FogForest
141a2adb|mapinfo:MD_Obj_Int_Teleport_FOG_HiddenValley
2540d28b|mapinfo:MD_Obj_Int_Teleport_FOG_INQCamp
0836b952|mapinfo:MD_Obj_Int_Teleport_IOT_Battlefield
c13b04c1|mapinfo:MD_Obj_Int_Teleport_IOT_GnomeCity
46a67b4f|mapinfo:MD_Obj_Int_Teleport_KIL_AncientTemple
c70af3f9|mapinfo:MD_Obj_Int_Teleport_KIL_BigGate
a8f2ac15|mapinfo:MD_Obj_Int_Teleport_KIL_EGBCamp
fd7f21b2|mapinfo:MD_Obj_Int_Teleport_KIL_PIRCamp
c6e5584b|mapinfo:MD_Obj_Int_Teleport_KIL_SpiderQueen
ee4533d7|mapinfo:MD_Obj_Int_Teleport_SKI_BayOfShadows
51b3e972|mapinfo:MD_Obj_Int_Teleport_SKI_BerserkPass
3867422e|mapinfo:MD_Obj_Int_Teleport_SKI_Camp
16d2041b|mapinfo:MD_Obj_Int_Teleport_SKI_TowerOfPain
540dacf5|mapinfo:MD_Obj_Int_Teleport_SKI_ValleyOfDeath
c6e56c7c|mapinfo:MD_Obj_Int_Teleport_TAK_JungleTower
72cd3d42|mapinfo:MD_Obj_Int_Teleport_TAK_Lighthouse
9682cf0a|mapinfo:MD_Obj_Int_Teleport_TAK_PuertoSacarico
d1c621fe|mapinfo:MD_Obj_Int_Teleport_THI_Harbour
51e29401|mapinfo:MD_Obj_Int_Teleport_THI_MAGCamp
2bce296f|mapinfo:MD_Obj_Int_Teleport_THI_NorthArea
592b14b7|mapinfo:MD_Obj_Int_Teleport_THI_SouthArea
d3ecc3b5|mapinfo:MD_Obj_Int_Teleport_WOD_BeyondLava
c9a18da6|mapinfo:MD_Obj_Int_Teleport_WOD_Citadel
31766c61|mapinfo:MD_Obj_Int_Teleport_WOD_Ironwood
5bbfe840|mapinfo:MD_Obj_Int_Teleport_WOD_Tavern
9c6cbe0d|mapinfo:MD_Obj_Int_Teleport_WOD_WestCastleRuin
efc7fdfa|mapinfo:MT_Hlp_Story_FOG_QuestActor_MapTarget_INQCamp
6265b788|mapinfo:MT_Hlp_Story_IOT_ImpCaveEntrance
61b36864|mapinfo:MT_Hlp_Story_KIL_QuestActor_BigGate
b5001424|mapinfo:MT_Hlp_Story_KIL_QuestActor_HiddenTemple
9df804c2|mapinfo:MT_Hlp_Story_MapTarget_QuestActor_Brian
9f3c21b5|mapinfo:MT_Hlp_Story_MapTarget_QuestActor_Tokel
1a24092d|mapinfo:MT_Hlp_Story_QuestActor_ANT_City
1a277ce1|mapinfo:MT_Hlp_Story_QuestActor_ANT_Isle
d352aa2a|mapinfo:MT_Hlp_Story_QuestActor_ANT_WaterSpring
c93060aa|mapinfo:MT_Hlp_Story_QuestActor_IOT_Isle
a556c61e|mapinfo:MT_Hlp_Story_QuestActor_TAK_Isle
58e07819|mapinfo:MT_Hlp_Story_SKI_QuestActor_EldricsPrison
72fa45ab|mapinfo:MT_Hlp_Story_TAK_OsorioUpToPeak
db03f515|mapinfo:MT_Hlp_Story_TAK_QuestActor_PuertoSacarico
b23dac92|mapinfo:MT_Hlp_Story_THI_QuestActor_DestroyedMine
b9cfc748|mapinfo:MT_Hlp_Story_THI_QuestActor_GoodMine
a6a7eb49|mapinfo:MT_Hlp_Story_THI_QuestActor_RamisAim
5c759632|mapinfo:MT_Hlp_Story_THI_QuestActor_SouthMine
9797c481|mapinfo:MT_Hlp_Story_TUT_QuestActor_BigHall
fafd94aa|mapinfo:MT_Hlp_Story_TUT_QuestActor_FirstCrystalPortal
22073814|mapinfo:MT_Hlp_Story_TUT_QuestActor_FirstLever
de55d1b8|mapinfo:MT_Hlp_Story_TUT_QuestActor_FirstScullcave
d2685cdb|mapinfo:MT_Hlp_Story_TUT_QuestActor_FirstTravelSeamap
c10a6374|mapinfo:MT_Hlp_Story_TUT_QuestActor_OldTemple
bb053200|mapinfo:MT_Hlp_Story_TUT_QuestActor_TreeEvent
affa6849|mapinfo:MT_Hlp_Story
22bc3599|mapinfo:MT_It_Map_ANT_City
7567198d|mapinfo:MT_It_Map_ANT_DeadLand
84aaffb3|mapinfo:MT_It_Map_ANT_Harbour
3d472516|mapinfo:MT_It_Map_ANT_WaterSpring
b2376d81|mapinfo:MT_It_Map_ANT
77e84bca|mapinfo:MT_It_Map_FOG_CenterPlane
10b60c68|mapinfo:MT_It_Map_FOG_FogForest
e849a4f2|mapinfo:MT_It_Map_FOG_HiddenValley
a46ee242|mapinfo:MT_It_Map_FOG_INQCamp
b23782da|mapinfo:MT_It_Map_FOG
8ac3cc89|mapinfo:MT_It_Map_IOT_Battlefield
c42bde38|mapinfo:MT_It_Map_IOT_GnomeCity
d1c88d16|mapinfo:MT_It_Map_IOT_Isle
b2378faa|mapinfo:MT_It_Map_IOT
a0c53846|mapinfo:MT_It_Map_KIL_AncientTemple
463903b0|mapinfo:MT_It_Map_KIL_BigGate
2820bbcc|mapinfo:MT_It_Map_KIL_EGBCamp
7cad3169|mapinfo:MT_It_Map_KIL_PIRCamp
49726b82|mapinfo:MT_It_Map_KIL_SpiderQueen
b237975e|mapinfo:MT_It_Map_KIL
b237b949|mapinfo:MT_It_Map_SHP
c274adee|mapinfo:MT_It_Map_SKI_BayOfShadows
d440fca9|mapinfo:MT_It_Map_SKI_BerserkPass
bec59545|mapinfo:MT_It_Map_SKI_Camp
995f1752|mapinfo:MT_It_Map_SKI_TowerOfPain
ae2c69ec|mapinfo:MT_It_Map_SKI_ValleyOfDeath
b237b9a5|mapinfo:MT_It_Map_SKI
adeef28a|mapinfo:MT_It_Map_TAK_Isle
49727fb3|mapinfo:MT_It_Map_TAK_JungleTower
d3d94599|mapinfo:MT_It_Map_TAK_Lighthouse
34792ae1|mapinfo:MT_It_Map_TAK_PuertoSacarico
b237bc9e|mapinfo:MT_It_Map_TAK
50f431b5|mapinfo:MT_It_Map_THI_Harbour
d110a3b8|mapinfo:MT_It_Map_THI_MAGCamp
